,context,dominant_topic,perc_contribution,topic_keywords
65,num pattern converter instance num pattern converter instance instance format to append to append,104,1.2964,enhanced instance activate not options mock activated throwable ignores num
66,logger logger logger get logger org foobar logging event event event logging event org apache log j logger logger level info msg null convert list converters array list list fields array list pattern parser parse pattern converters fields registry pattern parser get pattern layout rules equals converters size fields size string buffer buf string buffer iterator converter iter converters iterator iterator field iter fields iterator converter iter has next field start buf length pattern converter converter iter next format event buf formatting info field iter next format field start buf field start buf length pattern converter converter iter next format event buf formatting info field iter next format field start buf buf to string test word hash map rule registry hash map rule registry put z num pattern converter get name string result convert z rule registry event equals result test word hash map rule registry hash map rule registry put n num pattern converter get name string result convert n rule registry event equals result test bogus word string result convert foobar null event equals foobar result test bogus word string result convert xyz foobar null event equals xyz foobar result test basic string result convert hello level m n null event equals hello info msg layout line sep result test basic string result convert relative level thread logger m n null event expected relative time event time stamp logging event get start time equals expected relative time info main logger get name msg layout line sep result test multi option string result convert d hh mm ss gmt d hh mm ss c m null event simple date format date format simple date format hh mm ss string local time date format format date event time stamp date format set time zone time zone get time zone gmt string utc time date format format date event time stamp string buffer buf string buffer utc time buf append buf append local time buf append org foobar msg equals buf to string result test bogus string result convert bogus null event equals bogus result test more string result convert more null event equals msg ore result test malformed option string result convert foo m yyyy mm dd null event equals foomsg yyyy mm dd result factories true rules size iterator iter rules values iterator factory sig name ljava lang string object factory arg object null iter has next rule iter next method factory rule get method instance factory sig object converter factory invoke null factory arg true converter null rule iter next method factory rule get method instance factory sig object converter factory invoke null factory arg true converter null test pattern layout factories factories pattern parser get pattern layout rules test file name pattern factories factories pattern parser get file name pattern rules,38,28.0346,result in threshold problem convert iter mdc time rule hierarchy
67,create layout pattern layout t p c m n test format logger logger logger get logger org apache log j layout test logging event event logging event org apache log j logger logger level info hello world null pattern layout layout pattern layout create layout string result layout format event string buffer buf string buffer buf append buf append event get thread name buf append buf append event get level to string buf append buf append event get logger name buf append buf append event get message buf append system get property line separator equals buf to string result test get pattern format pattern layout layout pattern layout create layout equals t p c m n layout get conversion pattern test conversion pattern equals m n pattern layout conversion pattern test ttcc conversion pattern equals r t p c x m n pattern layout ttcc conversion pattern test format resize logger logger logger get logger org apache log j xml pattern layout test ndc clear msg i i msg length i msg i a msg i a logging event event logging event org apache log j logger logger level debug string msg null pattern layout layout pattern layout create layout string result layout format event logging event event logging event org apache log j logger logger level warn hello world null result layout format event equals result substring,2,21.5734,filter layout test exception pattern appender capture logger string root
68,get buf size buf size get max capacity max capacity,4,1.2304,appender filter buf pattern equals exception logger get bf calendar
69,string temp output temp string filtered output filtered logger root logger logger string exception java lang exception just testing string exception s at string exception s at method string exception s at compiled code string exception s at libgcj string pat main trace debug info warn error fatal message d string pat filter iso pat pat string pat filter absolute date and time pat pat string pat filter absolute time pat pat string pat filter relative time pat pat string pat main trace debug info warn error fatal message d string pat main trace debug info warn error fatal org apache log j pattern layout test common pattern layout test java d message d string pat a trace debug info warn error fatal main log j pattern layout test message d string pat b trace debug info warn error fatal main root message d string pat main trace debug info warn error fatal org apache log j pattern layout test common pattern layout test java d message d string pat main trace debug info warn error fatal apache log j pattern layout test common pattern layout test java d message d string pat trace debug info warn error fatal d message d set up root logger get root logger logger logger get logger pattern layout test tear down root get logger repository reset configuration test property configurator configure input pattern layout properties common transformer transform temp filtered filter line number filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter iso filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter iso filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter absolute date and time filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter absolute date and time filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter absolute time filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter absolute time filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter relative time filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat a pat b exception exception exception exception exception transformer transform temp filtered filter cf line number filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test property configurator configure input pattern layout properties common control filter cf control filter string pat exception exception exception exception exception transformer transform temp filtered filter cf line number filter sun reflect filter junit test runner filter true compare compare filtered witness pattern layout test mdc property configurator configure input pattern layout mdc properties mdc put key va mdc put key va logger debug hello world mdc remove key mdc remove key true compare compare temp witness pattern layout mdc test mdc clear property configurator configure input pattern layout mdc properties mdc put key va mdc put key va logger debug hello world mdc clear logger debug hello world true compare compare temp witness pattern layout mdc clear common string old thread name thread current thread get name thread current thread set name main i logger trace message i root trace message i logger debug message i root debug message i logger info message i root info message i logger warn message i root warn message i logger error message i root error message i logger log level fatal message i root log level fatal message i exception e exception just testing logger trace message i e logger debug message i e logger info message i e logger warn message i e logger error message i e logger log level fatal message i e thread current thread set name old thread name,2,139.7198,filter layout test exception pattern appender capture logger string root
70,test off equals integer max value priority off test fatal equals priority fatal test error equals priority error test warn equals priority warn test info equals priority info test debug equals priority debug test all equals integer min value priority all test fatal true priority fatal level test error true priority error level test warn true priority warn level test info true priority info level test debug true priority debug level test equals null false priority debug equals null test equals level true priority debug equals level debug test get all possible priorities priority priorities priority get all possible priorities equals priorities length test to priority string true priority to priority debug level debug test to priority true priority to priority priority debug level debug test to priority string priority true priority to priority foo priority debug priority debug test to priority priority true priority to priority priority debug priority debug test dotless lower i priority level priority to priority u nfo equals info level to string test dotted lower i locale locale locale get locale turkey locale tr tr locale set turkey priority level priority to priority info locale set locale equals info level to string,37,15.8998,in priority util match filter some level exception date name
71,test bad unicode escape string file name output badescape properties file writer writer file writer file name writer write log j root logger u xx writer close property configurator configure file name file file file file name true file delete false file exists test url file file file output unclosed properties file writer writer file writer file writer write log j root logger debug writer close url url file to url property configurator configure url true file delete false file exists test url bad escape file file file output urlbadescape properties file writer writer file writer file writer write log j root logger u xx writer close url url file to url property configurator configure url true file delete false file exists test input stream file file file input filter properties true file exists file input stream input stream file input stream file property configurator configure input stream input stream close property configurator configure input stream input stream close validate nested log manager reset configuration validate nested rolling file appender rfa rolling file appender logger get logger org apache log j property configurator test get appender rolling fixed window rolling policy rolling policy fixed window rolling policy rfa get rolling policy equals filter base test log rolling policy get active file name equals filter based test i rolling policy get file name pattern equals rolling policy get min index true rolling policy is activated filter based triggering policy triggering policy filter based triggering policy rfa get triggering policy level range filter filter level range filter triggering policy get filter true level info equals filter get level min test jar url file dir file output dir mkdirs file file file output properties jar zip output stream zos zip output stream file output stream file zos put next entry zip entry log manager configuration file zos write log j root logger debug get bytes zos close entry zos close url url url jar file to url log manager configuration file property configurator configure url true file delete false file exists test reset vector appender appender vector appender appender set name a logger get root logger add appender appender properties props properties props put log j reset true property configurator configure props null logger get root logger get appender a log manager reset configuration,2,20.0813,filter layout test exception pattern appender capture logger string root
72,activated false activate options activated true is activated activated,88,1.1386,closed filter java activated string xxx lethal substring line msg
73,string active file name string file name pattern min index min index get active file name active file name set active file name active file name val get file name pattern file name pattern set file name pattern file name pattern val get min index min index set min index min index val,55,4.9167,name custom util category problem message info index at msg
74,activated false activate options activated true is activated activated,88,1.1386,closed filter java activated string xxx lethal substring line msg
75,filter filter set filter filter val get filter filter,2,2.2727,filter layout test exception pattern appender capture logger string root
76,rolling policy rolling policy triggering policy triggering policy append get rolling policy rolling policy set rolling policy rolling policy policy get triggering policy triggering policy set triggering policy triggering policy policy get append append set append append val close requires layout true append test nested property configurator configure input filter properties validate nested log manager reset configuration property configurator configure input filter properties validate nested log manager reset configuration,62,8.7646,policy url mdc custom triggering syslog errors append is all
77,activated false show version true activate options activated true is activated activated render string set show version show version v get show version show version test throwable renderer properties props properties props put log j throwable renderer org apache log j property configurator test mock throwable renderer props put log j throwable renderer show version false property configurator configure props throwable renderer support repo throwable renderer support log manager get logger repository mock throwable renderer renderer mock throwable renderer repo get throwable renderer log manager reset configuration not null renderer equals true renderer is activated equals false renderer get show version,48,10.1161,renderer true show printing version vector ttcc activated to buf
78,set up log manager get logger repository reset configuration hashtable context mdc get context context null context clear context clear tear down log manager get logger repository shutdown configure input stream is rewrite appender test get resource as stream resource name document builder factory factory document builder factory instance factory set namespace aware false document builder builder factory document builder document doc builder parse is dom configurator configure doc get document element test map policy configure map xml logger logger logger get logger rewrite appender test logger info message mdc put p hola map msg tree map msg put p hello msg put p world msg put x mundo logger info msg msg put message message logger info msg true compare compare rewrite appender test temp map log,2,6.1354,filter layout test exception pattern appender capture logger string root
79,object p object x p p x x get p p get x x to string i am bean,43,2.1,x lethal is a logger trace debug equals suffix get
80,object msg msg msg get message msg test reflection policy configure reflection xml logger logger logger get logger rewrite appender test logger info message logger info base bean hello world mdc put p hola mdc put p p logger info message bean welcome to the hub hello world true compare compare rewrite appender test temp reflection log test property policy configure property xml logger logger logger get logger rewrite appender test logger info message mdc put p hola logger info message true compare compare rewrite appender test temp property log,2,7.4774,filter layout test exception pattern appender capture logger string root
81,tear down log manager reset configuration test logger logger logger get logger rfa test property configurator configure input rfa properties i i i i logger debug hello i i logger debug hello i i logger debug hello i i logger debug hello i logger debug hello i logger debug hello i true file output rfa test log exists true file output rfa test log exists test logger logger logger get logger rfa test logger root logger get root logger pattern layout layout pattern layout m n org apache log j rolling file appender rfa org apache log j rolling file appender rfa set name rolling rfa set layout layout rfa set append false rfa set max backup index rfa set maximum file size rfa set file output rfa test log rfa activate options root add appender rfa i i i i logger debug hello i i logger debug hello i i logger debug hello i i logger debug hello i logger debug hello i logger debug hello i true file output rfa test log exists true file output rfa test log exists true file output rfa test log exists true file output rfa test log exists false file output rfa test log exists test param constructor simple layout layout simple layout rolling file appender appender rolling file appender layout output rfa param log equals appender get max backup index equals appender get maximum file size test param constructor simple layout layout simple layout rolling file appender appender rolling file appender layout output rfa param log false equals appender get max backup index test lock dot one logger logger logger get logger rfa test logger root logger get root logger pattern layout layout pattern layout m n org apache log j rolling file appender rfa org apache log j rolling file appender rfa set name rolling rfa set layout layout rfa set append false rfa set max backup index rfa set maximum file size rfa set file output rfa dot log rfa activate options root add appender rfa file output rfa dot log delete file writer dot file writer output rfa dot log dot write locked file file writer dot file writer output rfa dot log dot write unlocked file dot close i i i i logger debug hello i i logger debug hello i i logger debug hello i i logger debug hello i logger debug hello i logger debug hello i dot close i i i logger debug hello i logger debug hello i rfa close true file output rfa dot log exists file output rfa dot log length equals file output rfa dot log length equals file output rfa dot log length true file output rfa dot log exists true file output rfa dot log exists true file output rfa dot log exists true file output rfa dot log exists false file output rfa dot log exists equals file output rfa dot log length equals file output rfa dot log length true file output rfa dot log exists true file output rfa dot log exists true file output rfa dot log exists true file output rfa dot log exists false file output rfa dot log exists test lock dot three logger logger logger get logger rfa test logger root logger get root logger pattern layout layout pattern layout m n org apache log j rolling file appender rfa org apache log j rolling file appender rfa set name rolling rfa set layout layout rfa set append false rfa set max backup index rfa set maximum file size rfa set file output rfa dot log rfa activate options root add appender rfa file output rfa dot log delete file output rfa dot log delete file output rfa dot log delete file writer dot file writer output rfa dot log dot write locked file file writer dot file writer output rfa dot log dot write unlocked file dot close i i i i logger debug hello i i logger debug hello i i logger debug hello i i logger debug hello i logger debug hello i logger debug hello i dot close i i i logger debug hello i logger debug hello i rfa close true file output rfa dot log exists file output rfa dot log exists equals file output rfa dot log length equals file output rfa dot log length equals file output rfa dot log length true file output rfa dot log exists true file output rfa dot log exists true file output rfa dot log exists true file output rfa dot log exists false file output rfa dot log exists equals file output rfa dot log length equals file output rfa dot log length equals file output rfa dot log length true file output rfa dot log exists true file output rfa dot log exists true file output rfa dot log exists true file output rfa dot log exists false file output rfa dot log exists,2,54.9119,filter layout test exception pattern appender capture logger string root
82,test four param constructor string name location info test get name string method name test four param constructor string file name location info test java string line number location info li location info file name name method name line number equals name li get name equals method name li get method name equals file name li get file name equals line number li get line number equals name method name file name line number li full info,52,6.9047,info line output formatting threshold value policy root wa newdir
83,get info location info throwable name substring get name,126,0.9356,li caller location convert throwable empty information make ti constructor
84,get info name substring get info test location info location info li name substring caller get info equals name substring caller get name li get name equals get info li get method name,52,2.9601,info line output formatting threshold value policy root wa newdir
85,test serialization simple logger root logger get root logger logging event event logging event root get get name root level info hello world null skip serialization test helper serialization equals witness serialization simple bin event skip test serialization with exception logger root logger get root logger exception ex exception don t panic logging event event logging event root get get name root level info hello world ex skip serialization test helper serialization equals witness serialization exception bin event skip test serialization with location logger root logger get root logger logging event event logging event root get get name root level info hello world null event get location information skip serialization test helper serialization equals witness serialization location bin event skip test serialization ndc logger root logger get root logger ndc push ndc test logging event event logging event root get get name root level info hello world null skip serialization test helper serialization equals witness serialization ndc bin event skip test serialization mdc logger root logger get root logger mdc put mdckey mdcvalue logging event event logging event root get get name root level info hello world null skip serialization test helper serialization equals witness serialization mdc bin event skip test deserialization simple object obj serialization test helper deserialize stream witness serialization simple bin true obj logging event logging event event logging event obj equals hello world event get message equals level info event get level test deserialization with exception object obj serialization test helper deserialize stream witness serialization exception bin true obj logging event logging event event logging event obj equals hello world event get message equals level info event get level test deserialization with location object obj serialization test helper deserialize stream witness serialization location bin true obj logging event logging event event logging event obj equals hello world event get message equals level info event get level test fqn of category category root logger get root logger priority info level info string cat name logger to string logging event event logging event cat name root info hello world null equals cat name event fqn of category test level category root logger get root logger priority info level info string cat name logger to string logging event event logging event cat name root l info hello world null priority error level error event level error equals level error event level test location info no fqcn category root logger get root logger priority level level info logging event event logging event null root l level hello world null location info info event get location information not null info info null equals info get line number equals info get name equals info get file name equals info get method name equals info get line number equals info get name equals info get file name equals info get method name,17,58.0575,event layout a info logging ca listener serialization counter pattern
86,to string runtime exception test bad message category root logger get root logger priority info level info string cat name logger to string bad message msg bad message logging event event logging event cat name root l info msg null event get rendered message,17,3.9606,event layout a info logging ca listener serialization counter pattern
87,serial version uid l print stack trace s print object print object s print print to array s print print string s println object println object s println println to array s println println string s write write to array s write write to array s write write string test overridden behavior throwable information ti throwable information overridden throwable string rep ti get throwable str rep equals rep length equals print object print print string println object rep equals println rep equals println string rep equals write ite charite stri rep,65,8.2128,print println error write value errors is index msg str
88,serial version uid l print stack trace s print true s print a s print s print l s print max value s print min value s println true s println a s println s println l s println max value s println min value s write c test not overridden behavior throwable information ti throwable information not overridden throwable string rep ti get throwable str rep equals rep length string buffer buf string buffer string value of true buf append a buf append string value of buf append string value of l buf append string value of max value buf append string value of min value buf append string value of true equals buf to string rep equals a rep equals string value of rep equals string value of l rep equals string value of max value rep equals string value of min value rep equals c rep,41,13.3627,a line value string x root dom match set get
89,serial version uid l print stack trace s print object null s print string null s println object null s println string null test null throwable information ti throwable information null throwable string rep ti get throwable str rep equals rep length string null str string value of object null equals null str null str null str rep equals null str rep,27,5.2393,listener xml rep throwable cb count async length size isize
90,serial version uid l print stack trace test empty throwable information ti throwable information empty throwable string rep ti get throwable str rep equals rep length,27,2.518,listener xml rep throwable cb count async length size isize
91,serial version uid l string stack trace stack trace trace print stack trace s print stack trace test line feed throwable information ti throwable information string throwable n string rep ti get throwable str rep equals rep length equals rep test carriage throwable information ti throwable information string throwable r string rep ti get throwable str rep equals rep length equals rep test parsing throwable information ti throwable information string throwable line r line n line r n line n r line string rep ti get throwable str rep equals rep length equals line rep equals line rep equals line rep equals line rep equals rep equals line rep test line feed blank throwable information ti throwable information string throwable n string rep ti get throwable str rep equals rep length equals rep equals rep test get throwable throwable t string throwable hello world throwable information ti throwable information t same t ti get throwable test isolation throwable information ti throwable information string throwable hello world string rep ti get throwable str rep equals hello world rep rep bonjour monde string rep ti get throwable str rep equals hello world rep,27,20.6033,listener xml rep throwable cb count async length size isize
92,serial version uid l print stack trace s print nasty exception runtime exception intentional exception test nasty exception throwable information ti throwable information nasty throwable string rep ti get throwable str rep equals nasty exception rep,89,3.0313,nasty exception configuration debug d config timestamp nt hello in
93,level level level level debug level info level warn level error level fatal level level logger get root logger get level length string names logger cat ct ct random random random main length args length length system err println usage java stress category get name name name n n system exit system err println usage java stress category get name name name n n system exit length system err println stress test suffers from combinatorial explosion n invoking with seven arguments takes about minutes even on fast machines system err println stress test suffers from combinatorial explosion n invoking with seven arguments takes about minutes even on fast machines names string length i i length i names i args i names i args i cat logger length ct ct length permute permute n length create loop i n i length i swap names n i permute n swap names n i swap names n i permute n swap names n i swap string t names i names i names j names j t permutation dump system out print current permutation is i i length i system out print names i system out print names i system out println create loop n length i i length i ct i null cat i null cat i logger get logger ct i catstr cat i set level ct i level test hierarchy h hierarchy log manager get logger repository h clear ct n null create loop n ct n ct names n null create loop n r random next r r r ct n ct names n level r create loop n i i length i ct i null cat i null cat i logger get logger ct i catstr cat i set level ct i level ct i null cat i null cat i logger get logger ct i catstr cat i set level ct i level cat i logger get logger ct i catstr cat i set level ct i level test hierarchy h hierarchy log manager get logger repository h clear ct n null create loop n ct n ct names n null create loop n r random next r r r ct n ct names n level r create loop n test i i length i check correctness i system out println failed stress test permutation dump ct dump cat dump system exit check correctness i system out println failed stress test permutation dump ct dump cat dump system exit system out println failed stress test permutation dump ct dump cat dump system exit ct dump j j length j ct j null system out println ct j ct j catstr ct j level system out println ct j undefined ct j null system out println ct j ct j catstr ct j level system out println ct j undefined cat dump j j length j cat j null system out println cat j cat j name cat j get level system out println cat j undefined cat j null system out println cat j cat j name cat j get level system out println cat j undefined check correctness ct local ct ct i local ct null true level expected get expected prioriy local ct level purported cat i get effective level expected purported system out println expected level local ct catstr is expected system out println purported level cat i name is purported false system out println expected level local ct catstr is expected system out println purported level cat i name is purported false true get expected prioriy level level ct param level level null level string catstr ct param catstr i catstr last index of catstr length i i catstr last index of i string substr catstr substring i j j length j ct j null substr equals ct j catstr level p ct j level p null p string substr catstr substring i j j length j ct j null substr equals ct j catstr level p ct j level p null p ct j null substr equals ct j catstr level p ct j level p null p level p ct j level p null p level,4,32.2814,appender filter buf pattern equals exception logger get bf calendar
94,string catstr level level catstr catstr level level,16,1.5924,level layout pattern i map j to renderer key ct
